sentence,llm_pred_label
"Selon un rapport des Nations Unies, dans les prochaines années, les crises de l’eau risquent de s’aggraver et de converger. Je suis en licence Économie-Gestion et la notion qui m’intéresse particulièrement dans cette filière est l’économie. La première année de cette formation ne m’avait pas réellement plu. C’est pourquoi je me suis penché dans ma seconde année sur la spécialité économie. L’économie peut se résumer par une science qui étudie comment des ressources rares sont employées pour la satisfaction des besoins des hommes vivant en société. Par exemple, la demande en eau potable augmente de 64 milliards de mètres cubes chaque année sur la planète. En effet, les sécheresses et la pollution des stocks d'eau utiles risquent de provoquer une pénurie, dont les conséquences seront une hausse des prix. Cette ressource rare est étudiée par les économistes pour trouver une façon de ralentir cette augmentation de la demande. Ils en ont donc conclu qu’il fallait réduire notre consommation. Selon l'ONU, les besoins en eau vont continuer d'augmenter à l’avenir de 50% jusqu'à 2030 à cause de la croissance mondiale, d'un secteur agricole qui a besoin de plus en plus d'eau et d'une demande en énergie qui explose.",1.0
"Pour conclure, l’économie étant vitale pour toutes sociétés, tout chocs économiques peuvent entraîner des conséquences négatives comme positive parfois même imprévisibles. Le but est donc d’en apprendre des faits passés pour en anticiper des futures et pour pouvoir aux mieux gérer de telles situation voire les éviter.",1.0
"Durant notre 1er année de Licence économie Gestion, la notion d’agent économique nous a été présentée. Un agent économique est une personne ou entité ayant une part active dans la vie économique. Ça peut être par exemple le consommateur d’un produit ou le producteur. Cette notion d’agent économique est importante dans des matières comme la microéconomie car elle se penche sur l’étude du comportement de ces agents.",1.0
"Nous parlerons d’une notion qui est celle de la ""courbe de demande"" dans le cadre d'une licence en économie-gestion avec une spécialisation en microéconomie La courbe de demande est une représentation graphique de la relation entre le prix d'un bien ou d'un service et la quantité de ce bien ou service que les consommateurs sont prêts à acheter.",1.0
"Prenons l’exemple de l’euro, c’est un moyen d’échange à l’échelle internationale, on peut effectuer des virements et des chèques en euros, il existe des billets et des pièces en euros. De plus elle remplit les trois fonctions c’est une unité de compte (l’euro est une unité standardisée permettant de mesurer la valeur des échanges), c’est un moyen de paiement et elle possède sa fonction de réserve de valeur.",1.0
"De ce fait, selon l’optique keynésienne, lorsque le revenu augmente, la consommation accroît également mais dans des proportions moins importantes, puisque les ménages épargnent une part croissante de leurs revenus.",1.0
"En résumé, la fonction de consommation keynésienne consiste à comprendre, comment les niveaux de revenu influencent la consommation des individus sous un angle simplifié de la réalité.",1.0
"Pour conclure, la microéconomie aide à choisir les livres à commander et à déterminer les prix en considérant la demande tout en satisfaisant tous les clients, et en faisant développer la librairie.",1.0
"Ancienne étudiante en classe préparatoire, j’ai longtemps été confronté à un exercice difficile : les khôlles. Ces examens oraux confrontant un élève à un membre du jury peuvent être très intimidant pour la plus part des personnes. Le plus grand obstacle à mon sens relève des capacités oratoires que l’étudiant possèdent ou non.",1.0
"Enfin, maîtriser des capacités d‘orateurs peut permettre d’embellir ses propos mais aussi de faire passer des messages inconscients à son public. On peut notamment s‘interroger sur la place et les conséquences de cet art dans les discours à caractère politique.",1.0
"J’ai décidé de faire une licence en économie et gestion, pour être totalement transparente cette filière ne m’intéressait pas du tout au départ, après l’obtention de mon baccalauréat scientifique j’ai voulu faire une paces afin de devenir médecin. Mais lorsque j’ai effectué des recherches à propos de ce métier, je ne me sentais pas capable de passer ce concours et faire de longues études, je craignais simplement d’échouer et de perdre des années. J’étais complétement perdue et je ne savais pas quoi faire, c’est à ce moment-là que j’ai demandé des conseils à mon frère, il m’a dit de tenter une licence en économie et gestion, exactement ce qu’il a fait car il était très épanoui dans ces études.",1.0
"Pourtant, les hommes échangent aussi entre eux des relations sociales, des mots, des sourires, des regards. Les hommes n’échangent-ils que ce dont ils ont besoin ?",1.0
"Dans un premier temps, l’analyse se portera sur pourquoi les hommes échangent en effet ce dont ils ont besoin. Puis dans un deuxième temps, nous verrons que l’échange ne se réduit pas à la sphère du besoin. Et nous montrerons pour finir que tout échange, même matériel, s’appuie sur un désir d’échanger qui permets aux hommes de construire écosystème symbolique afin de vivre ensemble.",1.0
"Cependant, même lorsqu’on échange en vue du besoin, on est conduit à échanger d’autres choses que des biens utiles. On échange aussi des paroles, des moments, des regards. Ne pourrait-on pas dire que les hommes sont aussi amenés à échanger par désir.",1.0
"Comme l’imagine Rousseau lorsqu’il propose de penser une origine des langues, on pourrait dire que ce sont d’abord des passions qui poussent les hommes à échanger à travers des mots qui expriment leur infériorité. Les premières langues, nous dit Rousseau, sont filles des passions, car c’est l’amour où l’intérêt qui nous pousse à nous adresser à une autre personne, simplement en vue de la rencontrer ou de le découvrir.",1.0
"En effet, c’est l’échange de paroles qui rend possible, tout autre échange. Même les échanges sociaux les plus intéressés, comme ceux qui ont lieu dans le monde du travail, entre un employé et son supérieur par exemple, ne sont possibles que s’il y a relation humaine, échange de biens symboliques. Ainsi peut dire que vouloir réduire le travail à un pur échange utilitaire, c’est aussi lui ôter justement sa dimension humanisante. On ne travaille pas seulement pour être évalué à partir de la quantité d’objets, de projets que l’on produit, mais on travaille aussi pour s’inscrire dans un univers d’échanges avec autrui, qui nous permets de trouver notre place dans la société.",1.0
"L’écriture est pour moi bien plus qu’une représentation de la parole par des signes graphiques, elle représente tout un art qui a révolutionné l’humanité, notamment pour la transmission du savoir au fur et à mesure des générations. Les historiens spécialisés dans les civilisations adeptes du bouche à oreilles peuvent témoigner de la difficulté supplémentaire à laquelle ils sont confrontés par rapport à leurs compères travaillant sur des sociétés qui utilisaient l’écriture. Ayant saisi l’importance de l’écriture, il s’agit maintenant de parler de celle de la lecture. La lecture est devenue pour moi un hobby il y a 2ans quand j’ai commencé à m’intéresser à l’histoire de mon pays d’origine et que j’ai remarqué que les articles que je pouvais trouver sur internet n’étaient pas assez complets pour rassasier ma faim de savoir. Il a donc fallu que je commence à lire des livres, tout d’abord sur l’histoire mon pays d’origine le Congo Brazzaville et petit à petit le champ de vision s’agrandit et je commence à m’intéresser à des ouvrages ayant des sujets diverses comme la lutte des classes ou encore des notions philosophiques. Tout cela m’inspire et me rend admiratif de ces personnes qui transmettent le savoir par l’écrit et me pousse à vouloir faire de même plus tard, écrire et transmettre du savoir aux générations futures. La langue française est une de mes langues maternelles avec le lingala, ce n’est qu’avec mes premiers pas à l’école que j’ai commencé à maîtriser le français qui est la langue officielle au Congo si bien qu’entre amis, avec la famille ou encore au quartier on parle nos langues nationales à savoir le lingala, le kituba et j’en passe. En rédaction j’ai souvent été au dessus de la moyenne surtout en ce qui concerne la conjugaison ou encore de l’orthographe mais quelques améliorations en vue en syntaxe et au niveau du vocabulaire qui ne peut cesser de s’agrandir. J’attends justement de ce cours qu’il puisse m’aider à m’améliorer sur mes axes de progression en rédaction, qu’il puisse m’aider à choisir et ordonner les mots de manière à avoir une expression écrite qui tend vers la perfection.",1.0
"La notion qui m’intéresse le plus dans la discipline que j’étudie est l’allocation des ressources. En économie, les économistes étudient les différentes procédures afin d’allouer les ressources le plus efficacement possible. Car toute matière que nous disposons existe en quantité limitée. Pour cela, ils répartissent les ressources de manière à ce que cela satisfait les besoins de tout individu sur une durée à court et long terme.",1.0
"En France, lors de la pénurie du carburant, certains départements ont été moins impacté par cette crise que dans les grandes villes, où les individus se sont rués dans les stations de services afin de faire le plein et d’en stocker. Ce qui a accéléré l’arrivée de la pénurie. Afin d’éviter cet effet de stockage, plusieurs département du sud-est ont restreint la vente de celle-ci. En effet, ils ont instauré un quota de 30 litres de carburants par véhicules afin de satisfaire le besoin de toutes leurs populations durant cette période de crise, et de minimiser au maximum cette pénurie.",1.0
"L’inflation fait partie des notions qui m’intéressent le plus en économie. Entre la guerre en Ukraine et les pénuries de carburant, l’inflation a beaucoup été évoquée dans les médias l’année dernière. Cependant, cette notion n’est pas forcément connue par tous.",1.0
"Par définition, l’inflation est un phénomène économique caractérisé par la hausse du niveau des prix et la baisse de la valeur de la monnaie. Ce phénomène peut être mesuré de plusieurs façons telles que le déflateur du PIB (Produit Intérieur Brut) ou l’IDC (Indice des Prix à la Consommation). L‘INSEE (Institut National de la Statistique et des Études Économiques) est chargé de calculer ce dernier.",1.0
"Le graphique est sous la forme d’un diagramme à bâtons. Il permet de mettre en évidence les écarts au niveau de la proportion (en %) d’élèves en 8ème année ayant répondu correctement à la question suivante : « Parmi les réponses suivantes, laquelle désigne le principal objectif de la Déclaration universelle des droits de l’homme ? ». Le classement de ces résultats est réalisé en fonction des différents pays où a été donnée la réponse.",1.0
L’exercice présenté aujourd’hui a pour but de dénoncer différentes situations sociales à travers des dessins. J’ai donc décidé d’analyser le dessin dénoncer la discrimination.,1.0
"La discrimination désigne l’action de distinguer des entités selon des critères spécifiques. En effet, l’artiste a décidé d’illustrer cette situation à l’aide d’une illustration représentant l’inégalité. En premier lieu, nous pouvons observer sept entités différentes qui ne disposent pas des mêmes capacite mais qui doivent néanmoins effectuer le même exercice. En effet, nous pouvons distinguer par exemple un poisson rouge et un éléphant qui ne peuvent effectivement pas réaliser l’exercice demandé équitablement. Cette illustration dénonce l’inégalité dans la société que nous pouvons notamment retrouver dans le domaine scolaire avec l’inégalité des chances.",1.0
"De ce fait, cette opposition entre la Pologne et la Corée du Sud avec la République dominicaine et la Thaïlande provient de disparités économiques.",1.0
L’illustration m’ayant le plus attirée est la première parmi les trois images à disposition.,1.0
Tout individu rationnel pour satisfaire ses besoins de consommation se doit de maximiser sa satisfaction sous contrainte budgétaire.,1.0
"L’image inspirée des trois singes de la sagesse est, selon moi, la plus intéressante des caricatures. Les 3 singes de la sagesse forment l’allégorie d’une maxime asiatique. Chacun des trois singes se prive de l’un de ses sens, dans l’ordre : la vue, l’ouïe et la parole. Cependant, dans cette caricature, un quatrième singe est présent, tenant dans ses mains un téléphone. Ce quatrième singe semble être happé d’interêt pour cet objet. Il représenterait l’opposé des trois singes de la sagesse. Il dénoncerait l’intérêt excessif que les individus de notre ère du numérique ont pour leurs téléphones et le monde d’internet. Ainsi lorsque les trois singes de la sagesse ne regarde pas le mal, n’écoute pas le mal et ne dis pas du mal, ce quatrième singe, lui, succomberait au mal par le biais de l’appareil qu’il tient entre ses mains.",1.0
"Ce graphique, présenté sous la forme d’un diagramme en bâtons se situe dans le chapitre 16 intitulé : “développement durable et citoyenneté mondiale”, au sein du paragraphe « Evaluer les connaissances et la compréhension internationale ». Afin de réaliser ce graphique, l’ICCS a soumis à des élèves de huitième année la question suivante : « Parmi les réponses suivantes, laquelle désigne le principal objectif de la Déclaration universelle des droits de l’hommes ? ».",1.0
"A contrario, la Pologne et la République de Corée trônent au sommet du classement avec respectivement 80 et 90% des élèves ayant donné la bonne réponse à la question posée.",1.0
"À travers une question de culture générale portant sur la Déclaration Universelle des Droits de l’Homme (DUDH), les réponses des élèves de 8ème année, ce qui correspond en France à des collégiens de 4ème, ont permis à l’Organisation des Nations Unies pour l’Éducation, la Science et la Culture (UNESCO) d’ériger un classement des pays avec le plus d’élèves ayant connaissance de ce savoir. La problématique est sous la forme d’une question à choix multiple dont l’énoncé est la suivante : « Parmi les réponses suivantes, laquelle désigne le principal objectif de la Déclaration Universelle des Droits de l’Homme ». Une fois les résultats de l’enquête obtenus, le classement a été fait sous la forme d’un diagramme en bâtons indiquant le pourcentage de bonnes réponses parmis les étudiants de chaque nations. Par exemple, en République Dominicaine et en Thaïlande, moins de 40% des élèves ont trouvés la bonne solution. Tandis qu’en République de Corée et en Pologne, c’est plus de 90% des élèves qui l’ont trouvée.",1.0
"Il existe donc une forte inégalité entre les pays en ce qui concerne le domaine de l’éducation, avec une forte disparité entre les pays du Nord, d’un côté, et les pays du Sud, de l’autre.",1.0
"En comptabilité privée on s'adonne à la production des comptes annuels pour une entité. Ces comptes annuels sont composés en France de trois éléments : le compte du résultat, le bilan comptable et l'annexe comptable. Chacun de ces documents sont régis par des codes de classifications pour être ainsi consultés par les parties prenantes d'une entité et je trouve cela très intéréssant à réaliser.",1.0
"Actuellement en deuxième année de license économie gestion, la notion qui m'intéresse le plus est la comptabilité.",1.0
"•	Offre : Les fabricants de smartphones, comme Apple et Samsung, produisent un grand nombre de modèles chaque année. Ils ajustent leur production en fonction des tendances du marché et de la concurrence.",1.0
"•	Demande : Les consommateurs, eux, ont des attentes spécifiques en matière de fonctionnalités, de design et de prix. Par exemple, une nouveauté technologique, comme une meilleure caméra ou une batterie plus longue, peut susciter un fort intérêt et donc une hausse de la demande.",1.0
"Pour conclure, on peut dire que la loi de l'offre et de la demande est essentielle pour comprendre les mécanismes de prix sur les différents marchés. Son role  est essentiel  dans l'allocation des ressources et les décisions économiques.",1.0
"Nous avons décrit les rôles clé  de la comptabilité financière, M ais la comptabilité ne s’arrête pas qu’à la comptabilité financière , il en existe d’autres types, comme la comptabilité publique, qui peuvent avoir des rôles différents.",1.0
"Pour conclure, la définition du chômage selon l’INSEE présente de nombreuses lacunes,  car elle exclut une partie de la population qui aspire à une situation professionnelle plus stable. Néanmoins, cette définition offre une vision assez large du chômage en France.",1.0
"Il y a plusieurs composantes majeures qui contribuent au PIB ;  pour commencer il y a la consommation. En effet, ce sont les dépenses des individus et ménages pour acheter des biens et services   cela inclut les biens durables  par exemple des voitures ou des électroménagers , des bien non durable  tel  que l’alimentation, les vêtement   et les services donc  l’éducation  soins de santé, activités sportifs , loisirs.",1.0
"Ensuite il y a   l’investissement . Les investissements sont les dépenses des entreprises pour l’achat des immobilisations corporelles (bâtiments, équipement ect ). l ’investissement est crucial pour la croissance à long terme de production d’une économie.",1.0
"Et pour finir les exportations et les importations ; ce sont simplement ce qu’on apporte dans un pays et ce qu’on envoie du pays vers un autre pays. p our conclure, le PIB est une notion clé et la base de l’économie  qui est calculé grace  a  plusieurs composantes comme la consommation, l’investissement, les depenses  publique  et les exportations et importations. Elle  est aussi une notion clé pour étudier la croissance économique d'un pays. Il est souvent utilisé pour comparer la richesses  des pays entre eux  pour évaluer le niveau de vie et de production mais aussi le niveau de vie de la population .",1.0
"Aux prémices de l’année 2020, les autorités chinoises alertent la communauté internationale sur la survenue d’un virus non identifié et ses risques de propagations . C’est l’avènement de la pandémie de Covid-19. Les causes de cette dernière restent encore brumeuses,  ses conséquences, quant à elles, sont bien claires et résolues, ou presque... Certaines perdurent et c’est le cas de l’inflation.",1.0
"L’inflation est un phénomène de déséquilibre économique dû à une hausse générale des prix et une quantité de monnaie dont la valeur diminue. Autrement dit, le pouvoir d’achat de la monnaie diminue.",1.0
"- L’inflation par la monnaie. La hausse des prix résulte d’une émission de monnaie trop importante, non corrélée à l’évolution du volume de la production. La monnaie perd alors de sa valeur.",1.0
"Tout d’abord, le confinement à  conduit à l'arrêt de la production, confronté à une demande inchangée, soit une inflation par la demande.",1.0
"Cependant, la théorie de Marx a rencontré des critiques, notamment sur sa prédiction d’une crise finale du capitalisme. Certains économistes, parmi lesquels ses  plus fervents disciples comme Rosa Luxemburg ou Joseph Schumpeter, ont souligné que le capitalisme trouve de nouvelles manières de se renouveler à travers des réformes structurelles, l’expansion des marchés mondiaux ou l’innovation. L’introduction de la financiarisation au XXe siècle a aussi contredit la thèse d’une baisse inévitable des profits. La réalisation de profits peut désormais se détacher de la production de valeur dans l’économie réelle, rendant la dynamique de baisse des profits plus complexe à saisir. De plus, les nouvelles technologies et l’automatisation, loin de détruire le capitalisme, semblent le renforcer, en offrant de nouvelles opportunités de profit, notamment dans le secteur numérique.",1.0
"Au début, l'économie était un système simple, prenant la forme du troc, mais aujourd'hui, elle repose sur un système monétaire. Le principe commun de l'économie reste l'échange. Le troc, par exemple, consistait à échanger des biens ou des services,  comme 1 kilogramme de tomates contre 1 kilogramme de carottes.",1.0
Il a meme  changé certains endroit géographique  comme le canal de Suez.,1.0
"L’étude de marché a pour objectif principal de réduire les risques d’échec, en permettent de prendre des mesure  adéquates pour une implantation à long terme sur un marché aﬁn de mieux cerner ses demandes et ses oBres. Les marchés sont inﬂuencés par l’oBre et la demande ; l’oBre et la demande déterminent le libre-échange. L’oBre est la quantité totale de biens et de services disponibles sur le libre marché. Inversement, la demande est la quantité totale des biens et des services disponibles requise pour combler les besoins eBectifs sur le marché. Ainsi il y a un rapport direct entre l’oBre et la demande, car l’oBre augmente généralement quand la demande est élevée.",1.0
"Pour conclure, nous pouvons dire que les externalités (qu’elles soient positives ou négatives) nous entourent quotidiennement mais qu’elles sont difficiles à quantifier bien que différents moyens soient mis en oeuvre  comme la réglementation, la taxation, les subventions, voire même la création de nouveaux marchés comme c’est le cas depuis 2005 du marché européen du carbone , marché d’échanges de droits d’émission de gaz à effet de serre.",1.0
Le  PIB est un indicateur qui permet de mesurer une partie de la richesse économique d’un pays mais ne prend pas tout en compte . Il faut donc rechercher un indicateur qui permettrait de mesurer et de prendre en compte ce que le PIB ne fait  pas.,1.0
"Pour résumer, les inégalités économiques sont un enjeu majeur pour les sociétés dans la mesure où elles compromettent aussi bien le développement économique et le bien-être général. Dans  contexte actuel de crises économiques et de tensions sociales, cette question est donc plus que jamais d’actualité. Cela fait d’ailleurs écho à toutes les réflexions sur la notion de justice sociale et  les stratégies qui garantissent un développement inclusif permettant à tous de participer aux bénéfices de la croissance.",1.0
"Etudiant  en 2ème  année de licence d’économie et gestion  je souhaite vous présenter  une notion particulièrement importante dans le domaine de l’économie : la comptabilité .  La comptabilité est un système structuré d'organisation de l'information financière. Elle permet de saisir, classer et enregistrer des données, qu'il s'agisse de flux physiques (comme les ventes ou achats de biens) ou monétaires (paiement des salaires, par exemple). Ces données chiffrées sont ensuite utilisées pour établir des états financiers qui reflètent une image fidèle de la situation de l'entité, en assurant la régularité et l’authenticité des informations fournies. En outre  ces états permettent d'évaluer le patrimoine, l'endettement, et de déterminer si l'entreprise réalise un profit à la date de clôture de l'exercice. La comptabilité sert donc nécessairement  à faciliter la prise de décisions informée et assure le respect des obligations légales et fiscales.",1.0
2.	Augmentation des coûts : Une hausse des coûts de production se répercute sur les prix.,1.0
"3.	Anticipation : Les acteurs économiques, en prévoyant des hausses de prix, modifient leur comportement, amplifiant l’inflation.",1.0
"En licence d’économie une notion revient à plusieurs reprises au sein des cours : l’économétrie, elle  apparait dans de nombreuses matières. Nous allons donc voire  d’où provient ce terme et son utilité aujourd’hui.",1.0
"Aujourd’hui L ’économétrie est désormais  omniprésente dans les domaines de la finance, de la politique publique, de l’environnement et  bien d’autres domaines, jouant un rôle clé dans la prise de décisions fondées sur des données. On l’utilise notamment pour les prévisions macroéconomiques, comme pour prédire la consommation des ménages en fonction des taux d’épargne et des revenus disponibles.",1.0
"L’image que j'ai décidé de décrire est une caricature critiquer réalisé par Patrick Chappatte, il s'agit de ""écologie dans Le Temps"" publié le 10 décembre 2009. le document renvoie aux enjeux contemporains liés aux politiques, différents problème climatiques et aux priorités économiques qui l'emportent sur les enjeux climatiques . Ce dessin prends clairement position dans les débats sur la relation entre la croissance économique et la lutte contre le changement climatique. Dans un premier temps je vais décrire le document puis dans un second temps nous justifierons la problématique que l'auteur cherche a nous faire comprendre.",1.0
"Le dessin soulève une problématique importante : pourquoi les décideurs économiques privilégient-ils la croissance économique immédiate, malgré les conséquences environnementales évidentes ? L’auteur critique ici l'hypocrisie des dirigeants : malgré que des traités climatiques existent, l'auteur juge qu'il sont ignorées face à la pression pour maintenir une croissance économique continue. Le choix des éléments dans cette caricature renforcent ce message : le graphique ascendant symbolise une vision unilatérale de la « réussite », alors que la pollution industrielle visible par la fenêtre ajouté au faite que l'homme n'a pas de yeux visible illustre les externalités négatives ignorées.",1.0
"Cette image est un dessin de presse satirique se nommant « Développement contre écologie » dessiné par Patrick Chappatte, dessinateur de presse reconnu. Il a été publié dans le journal Le Temps, à Genève  le 10 décembre 2009. Ce dessin est réalisé dans le cadre des débats internationaux sur le changement climatique, notamment pendant la COP15 de Copenhague qui avait pour objectif de trouver des accords concrets pour limiter le réchauffement climatique. Le thème qu’on va  aborder est l’opposition entre croissance économique et urgences environnementales  d’où  la question ‘‘ Comment concilier croissance économique et protection de l’environnement ?’’ Dans une première partie nous allons décrire le document  ensuite nous allons répondre a  la problématique pour finir sur une conclusion .",1.0
"Pour mieux comprendre le message de l’image, il convient d’en analyser les éléments visuels. On y voit une femme debout devant un bureau, énumérant une longue liste de qualifications impressionnantes : un BTS, une licence en droit, des maîtrises en langues étrangères, et même un doctorat. Cependant, l’homme assis derrière le bureau, sans prendre en compte ces compétences, se contente de lui répondre :  « Parfait ! Allez me préparer un café. » Ce contraste frappant entre les qualifications académiques de la femme et la réaction condescendante de l’homme illustre de manière caricaturale le sexisme latent dans certains milieux professionnels. À travers cette scène, Plantu met en lumière le fossé entre les efforts déployés par les femmes pour accéder à des postes qualifiés et la persistance des préjugés.",1.0
"Au premier plan, on distingue un homme assis à son bureau. Tout dans son apparence et son environnement suggère qu’il s’agit d’un haut dirigeant d’une grande multinationale. Installé au sommet de son imposant immeuble, il semble dominer la scène, comme s’il contemplait le chaos qui l’entoure avec une indifférence manifeste. Ses yeux sont dissimulés, renforçant son détachement de  ce qui se passe à l’extérieur.",1.0
"La caricature « Développement contre l’écologie », dessinée par Patrick Chappatte et publiée le 10 décembre 2009 dans Le Temps, traite des problèmes environnementaux, en lien avec la conférence sur le climat de Copenhague en  décembre 2009. Elle critique l’attitude des grandes entreprises face à la crise écologique.",1.0
"Ce dessin peut être mis en parallèle avec des données sur les inégalités professionnelles, comme les écarts salariaux ou la sous-représentation des femmes aux postes de direction.",1.0
"La problématique centrale soulevée par Chappatte peut être résumée ainsi : P eut-on continuer à privilégier la croissance économique tout en négligeant la préservation de l’environnement ? Ce dessin invite à remettre en question les choix politiques et économiques actuels, en posant la question de leur viabilité à long terme. Il critique aussi l’hypocrisie de certains acteurs qui signent des engagements climatiques sans intention réelle de les respecter.",1.0
"Cette image est une caricature du nom de « Développement contre écologie », créer  par Chappatte. Ce document vient du journal Suisse « Le Temps ». Cet article  est sorti le 10 décembre 2009 à Genève avec pour thème principal « le conflit entre la croissance économique et la préservation de l’environnement ».",1.0
"Ce dessin représente une scène dans un bureau avec une grande fenêtre et un graphique sur le mur, traitant ainsi  de l’impact négative  du développement industriel sur l’environnement. A  l’extérieur on observe des bâtiments industriels avec des cheminées émettant de la pollution. La pollution forme une sorte de serpent qui entre dans le bureau par la fenêtre. A  l’intérieur du bureau, se trouve un homme assis sur une chaise de bureau,  a  son dos un graphique montrant une tendance en hausse, indiquant peut-être une un croissance économique ou le développement industriel. Il y a également un journal dans un  corbeille avec pour titre « Travail pour demain  ».",1.0
"En effet, les rapports des scientifiques concernés par les problématiques climatiques, notamment ceux du GIEC, (Groupe d'experts intergouvernemental sur l'évolution du climat) se font de plus en plus nombreux et de plus en plus alarmants sur les conséquences d’un réchauffement de la planète.",1.0
